Application Number,Total Amount,Total Number,Application Received Date,Application Approved Date,Vehicle Category,Vehicle Model,Vehicle Make,Vehicle Year,Date of Purchase,Purchase or Lease?,Zip Code,County
M-000322,"$2,500",2500,8/13/14 15:08,8/19/14 20:48,BEV,BMW i3 REx,BMW,2014,2014-08-12,Purchase,2360,Plymouth
M-000323,"$2,500",2500,8/15/14 9:52,8/25/14 20:34,BEV,Nissan Leaf SV,Nissan,2014,2014-08-12,Purchase,1507,Worcester
M-000324,"$1,500",1500,8/15/14 10:49,8/20/14 13:12,PHEV,Ford Fusion Energi,Ford,2014,2014-08-07,Purchase,1118,Hampden
M-000325,"$2,500",2500,8/15/14 15:24,8/28/14 20:10,BEV,Nissan Leaf SV,Nissan,2014,2014-08-15,Lease,1027,Hampshire
M-000327,"$2,500",2500,8/15/14 17:54,8/25/14 20:36,BEV,BMW i3 REx,BMW,2014,2014-07-31,Purchase,1824,Middlesex
M-000328,"$2,500",2500,8/16/14 10:05,8/20/14 13:39,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-14,Lease,1267,Berkshire
M-000329,"$2,500",2500,8/16/14 11:05,9/3/14 15:58,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-07-26,Purchase,1060,Hampshire
M-000330,"$1,500",1500,8/16/14 13:01,8/20/14 18:53,PHEV,Ford Fusion Energi,Ford,2014,2014-08-14,Purchase,1907,Essex
M-000331,"$2,500",2500,8/16/14 13:08,8/20/14 13:41,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-07,Purchase,2332,Plymouth
M-000333,"$2,500",2500,8/18/14 10:47,8/28/14 17:37,PHEV+,Chevrolet Volt,Chevrolet,2013,2014-08-03,Purchase,1062,Hampshire
M-000334,"$2,500",2500,8/18/14 11:20,8/27/14 17:34,BEV,Nissan Leaf S,Nissan,2015,2014-08-09,Purchase,2171,Norfolk
M-000335,"$2,500",2500,8/18/14 16:24,8/25/14 20:37,BEV,Nissan Leaf SV,Nissan,2014,2014-06-18,Lease,2631,Barnstable
M-000336,"$2,500",2500,8/18/14 22:09,8/20/14 18:21,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-08-14,Lease,2539,Dukes
M-000337,"$2,500",2500,8/19/14 7:19,8/21/14 19:15,BEV,Mitsubishi i-MiEV,Mitsubishi,2014,2014-06-22,Purchase,2093,Norfolk
M-000338,"$2,500",2500,8/19/14 12:29,8/27/14 17:21,BEV,Nissan Leaf S,Nissan,2015,2014-08-13,Lease,2717,Bristol
M-000339,"$2,500",2500,8/19/14 12:48,8/19/14 13:25,BEV,Nissan Leaf SL,Nissan,2013,2014-06-18,Lease,1034,Hampden
M-000340,"$2,500",2500,8/19/14 14:35,8/20/14 18:32,BEV,BMW i3 REx,BMW,2014,2014-08-14,Purchase,1002,Hampshire
M-000341,"$2,500",2500,8/19/14 15:35,8/20/14 18:29,BEV,Nissan Leaf S,Nissan,2013,2014-07-22,Lease,2062,Norfolk
M-000342,"$1,500",1500,8/19/14 21:11,8/20/14 18:33,BEV,Toyota Prius Plug-in Hybrid,Toyota,2014,2014-08-04,Purchase,1095,Hampden
M-000343,"$2,500",2500,8/20/14 7:39,8/20/14 18:42,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-08-14,Purchase,1581,Worcester
M-000344,"$2,500",2500,8/20/14 18:34,8/27/14 17:03,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-08-16,Lease,2462,Middlesex
M-000345,"$2,500",2500,8/20/14 21:22,8/28/14 19:30,BEV,Nissan Leaf SV,Nissan,2015,2014-08-14,Lease,1542,Worcester
M-000347,"$2,500",2500,8/21/14 10:01,8/28/14 19:55,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-15,Purchase,2481,Norfolk
M-000348,"$2,500",2500,8/21/14 14:03,8/28/14 19:58,BEV,Nissan Leaf SV,Nissan,2014,2014-08-19,Lease,1007,Hampshire
M-000349,"$2,500",2500,8/21/14 16:09,8/28/14 20:15,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-18,Purchase,1742,Middlesex
M-000350,"$2,500",2500,8/21/14 16:31,9/4/14 14:08,BEV,Nissan Leaf SV,Nissan,2014,2014-08-21,Lease,1027,Hampshire
M-000351,"$2,500",2500,8/21/14 19:23,9/12/14 17:07,BEV,Nissan Leaf SV,Nissan,2015,2014-08-21,Lease,1012,Hampshire
M-000352,"$1,500",1500,8/21/14 19:52,8/28/14 19:27,BEV,Toyota Prius Plug-in Hybrid,Toyota,2013,2014-08-06,Purchase,2465,Middlesex
M-000353,"$2,500",2500,8/22/14 9:44,8/28/14 19:25,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-14,Purchase,1257,Berkshire
M-000354,"$2,500",2500,8/22/14 16:30,8/28/14 20:36,BEV,Nissan Leaf S,Nissan,2014,2014-08-21,Lease,2190,Norfolk
M-000355,"$2,500",2500,8/22/14 20:13,9/2/14 15:57,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-18,Purchase,2128,Suffolk
M-000356,"$2,500",2500,8/23/14 12:04,8/28/14 20:17,BEV,BMW i3 REx,BMW,2014,2014-08-19,Purchase,1773,Middlesex
M-000357,"$2,500",2500,8/23/14 22:27,9/2/14 16:54,BEV,Nissan Leaf SV,Nissan,2015,2014-08-23,Purchase,1844,Essex
M-000358,"$1,500",1500,8/25/14 8:34,9/2/14 16:57,PHEV,Ford C-MAX Energi,Ford,2014,2014-07-08,Purchase,1810,Essex
M-000359,"$2,500",2500,8/25/14 12:57,9/2/14 17:21,BEV,Nissan Leaf S,Nissan,2014,2014-08-25,Purchase,1201,Berkshire
M-000360,"$2,500",2500,8/25/14 19:36,9/8/14 14:30,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-06-29,Purchase,2478,Middlesex
M-000361,"$2,500",2500,8/26/14 12:18,9/2/14 17:04,PHEV+,Chevrolet Volt,Chevrolet,2015,2014-08-22,Purchase,2170,Norfolk
M-000362,"$2,500",2500,8/27/14 11:50,10/1/14 16:40,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-14,Purchase,1923,Essex
M-000363,"$2,500",2500,8/27/14 21:03,9/5/14 19:41,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-08-27,Lease,2472,Middlesex
M-000364,"$2,500",2500,8/28/14 10:20,9/3/14 16:04,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-08-24,Lease,1908,Essex
M-000365,"$2,500",2500,8/28/14 11:18,9/3/14 16:09,PHEV+,Chevrolet Volt,Chevrolet,2015,2014-08-27,Lease,2421,Middlesex
M-000366,"$2,500",2500,8/28/14 18:51,9/8/14 16:45,BEV,Nissan Leaf SV,Nissan,2014,2014-08-28,Lease,1096,Hampshire
M-000368,"$2,500",2500,8/28/14 21:58,9/5/14 19:58,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-25,Purchase,1754,Middlesex
M-000369,"$2,500",2500,8/28/14 22:19,9/11/14 17:59,BEV,Nissan Leaf S,Nissan,2014,2014-08-27,Purchase,2468,Middlesex
M-000370,"$2,500",2500,8/29/14 13:03,10/1/14 18:27,BEV,BMW i3 REx,BMW,2014,2014-08-06,Purchase,1742,Middlesex
M-000372,"$2,500",2500,8/30/14 8:17,9/9/14 12:44,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-07-24,Purchase,1887,Middlesex
M-000373,"$1,500",1500,8/30/14 12:14,9/4/14 13:06,PHEV,Ford Fusion Energi,Ford,2014,2014-08-06,Lease,2054,Norfolk
M-000374,"$1,500",1500,8/30/14 12:39,9/2/14 19:00,PHEV,Ford Fusion Energi,Ford,2014,2014-08-21,Purchase,2492,Norfolk
M-000375,"$2,500",2500,8/31/14 10:37,9/25/14 13:34,PHEV+,Chevrolet Volt,Chevrolet,2015,2014-08-19,Purchase,2420,Middlesex
M-000376,"$2,500",2500,8/31/14 15:31,9/8/14 18:19,BEV,Nissan Leaf SV,Nissan,2015,2014-08-31,Purchase,1826,Middlesex
M-000377,"$2,500",2500,9/1/14 11:52,9/2/14 19:21,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-26,Purchase,2494,Norfolk
M-000378,"$1,500",1500,9/1/14 13:23,9/8/14 18:08,PHEV,Ford C-MAX Energi,Ford,2014,2014-08-28,Purchase,2030,Norfolk
M-000379,"$2,500",2500,9/1/14 15:37,9/5/14 20:00,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-01,Purchase,2461,Middlesex
M-000380,"$2,500",2500,9/2/14 9:59,9/8/14 18:10,BEV,Nissan Leaf S,Nissan,2015,2014-09-01,Purchase,2169,Norfolk
M-000381,"$2,500",2500,9/2/14 11:49,9/2/14 19:25,BEV,Nissan Leaf SL,Nissan,2014,2014-08-28,Purchase,2341,Plymouth
M-000382,"$2,500",2500,9/2/14 14:00,9/8/14 17:57,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-31,Purchase,1879,Middlesex
M-000383,"$2,500",2500,9/2/14 15:28,9/8/14 18:07,BEV,Nissan Leaf SL,Nissan,2014,2014-09-02,Lease,1748,Middlesex
M-000384,"$2,500",2500,9/2/14 20:42,9/8/14 15:44,BEV,Ford Focus Electric,Ford,2014,2014-07-03,Purchase,1760,Middlesex
M-000385,"$2,500",2500,9/2/14 22:47,9/11/14 17:58,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-16,Purchase,1060,Hampshire
M-000386,"$2,500",2500,9/3/14 7:39,9/8/14 15:39,BEV,Ford Focus Electric,Ford,2014,2014-08-31,Lease,1833,Essex
M-000387,"$2,500",2500,9/3/14 9:34,9/8/14 17:45,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-07-26,Purchase,1030,Hampden
M-000388,"$1,500",1500,9/3/14 20:01,9/16/14 20:04,PHEV,Ford Fusion Energi,Ford,2013,2014-07-09,Purchase,1863,Middlesex
M-000389,"$2,500",2500,9/3/14 21:19,9/8/14 15:24,BEV,Nissan Leaf SV,Nissan,2015,2014-08-29,Lease,1450,Middlesex
M-000390,"$2,500",2500,9/4/14 15:47,9/11/14 17:58,BEV,BMW i3,BMW,2014,2014-09-04,Purchase,2492,Norfolk
M-000391,"$1,500",1500,9/5/14 12:08,9/8/14 15:37,PHEV,Ford C-MAX Energi,Ford,2014,2014-09-04,Purchase,2564,Nantucket
M-000392,"$2,500",2500,9/5/14 12:13,9/8/14 16:59,BEV,Nissan Leaf S,Nissan,2015,2014-09-03,Lease,2703,Bristol
M-000393,"$2,500",2500,9/5/14 14:59,9/8/14 18:15,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-02,Lease,1921,Essex
M-000394,"$2,500",2500,9/5/14 21:35,9/8/14 16:43,BEV,Nissan Leaf SL,Nissan,2013,2014-08-11,Lease,1002,Hampshire
M-000395,"$2,500",2500,9/5/14 21:52,9/10/14 20:34,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-02,Purchase,1834,Essex
M-000396,"$2,500",2500,9/5/14 22:50,9/8/14 16:48,BEV,Ford Focus Electric,Ford,2014,2014-08-29,Purchase,1890,Middlesex
M-000397,"$2,500",2500,9/6/14 0:26,9/12/14 18:22,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-31,Purchase,2140,Middlesex
M-000398,"$2,500",2500,9/6/14 20:32,9/8/14 18:13,BEV,Nissan Leaf S,Nissan,2015,2014-09-01,Lease,1075,Hampshire
M-000399,"$1,500",1500,9/6/14 21:38,9/8/14 17:42,PHEV,Ford Fusion Energi,Ford,2014,2014-08-17,Purchase,2420,Middlesex
M-000400,"$2,500",2500,9/7/14 1:32,9/8/14 17:48,BEV,Ford Focus Electric,Ford,2014,2014-09-05,Purchase,1778,Middlesex
M-000401,"$2,500",2500,9/7/14 16:03,9/11/14 17:53,BEV,Nissan Leaf SV,Nissan,2015,2014-09-06,Purchase,1776,Middlesex
M-000402,"$2,500",2500,9/7/14 17:53,9/17/14 14:16,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-08-31,Lease,2459,Middlesex
M-000403,"$2,500",2500,9/7/14 17:54,9/10/14 20:34,BEV,Ford Focus Electric,Ford,2014,2014-09-07,Purchase,1012,Hampshire
M-000404,"$2,500",2500,9/7/14 20:03,9/8/14 17:51,BEV,Nissan Leaf SL,Nissan,2014,2014-08-02,Lease,1541,Worcester
M-000405,"$1,500",1500,9/8/14 8:43,9/8/14 18:03,PHEV,Ford C-MAX Energi,Ford,2014,2014-08-28,Purchase,1826,Middlesex
M-000406,"$2,500",2500,9/8/14 12:57,9/11/14 17:57,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-08-11,Lease,1266,Berkshire
M-000408,"$2,500",2500,9/9/14 14:57,9/16/14 20:04,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-02,Purchase,1832,Essex
M-000409,"$2,500",2500,9/9/14 15:31,9/11/14 13:54,BEV,Ford Focus Electric,Ford,2014,2014-09-04,Purchase,1915,Essex
M-000410,"$2,500",2500,9/9/14 15:59,9/11/14 17:59,BEV,Nissan Leaf SL,Nissan,2015,2014-08-30,Purchase,2367,Plymouth
M-000411,"$2,500",2500,9/10/14 7:08,9/12/14 17:22,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-09,Lease,1742,Middlesex
M-000412,"$2,500",2500,9/10/14 21:28,9/16/14 20:05,BEV,BMW i3 REx,BMW,2014,2014-09-10,Purchase,1754,Middlesex
M-000413,"$1,500",1500,9/11/14 15:09,9/12/14 17:53,BEV,Toyota Prius Plug-in Hybrid,Toyota,2014,2014-07-26,Purchase,2474,Middlesex
M-000414,"$2,500",2500,9/11/14 21:18,9/12/14 17:53,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-09,Lease,2066,Plymouth
M-000415,"$2,500",2500,9/11/14 22:09,9/25/14 13:30,PHEV+,Chevrolet Volt,Chevrolet,2015,2014-09-05,Purchase,1845,Essex
M-000416,"$2,500",2500,9/13/14 14:48,9/16/14 20:03,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-13,Purchase,1760,Middlesex
M-000417,"$2,500",2500,9/13/14 19:48,9/15/14 19:18,BEV,Nissan Leaf SL,Nissan,2015,2014-09-02,Purchase,1913,Essex
M-000421,"$2,500",2500,9/16/14 16:55,10/6/14 14:50,BEV,Nissan Leaf SL,Nissan,2015,2014-09-16,Purchase,2324,Plymouth
M-000422,"$2,500",2500,9/16/14 19:39,9/22/14 14:12,BEV,Nissan Leaf SV,Nissan,2015,2014-09-16,Lease,1775,Middlesex
M-000423,"$1,500",1500,9/17/14 13:50,9/22/14 15:48,PHEV,Ford C-MAX Energi,Ford,2014,2014-09-05,Lease,2421,Middlesex
M-000424,"$2,500",2500,9/17/14 15:28,10/1/14 12:56,BEV,Nissan Leaf SL,Nissan,2015,2014-09-16,Lease,1721,Middlesex
M-000425,"$1,500",1500,9/18/14 9:22,9/22/14 15:47,PHEV,Ford C-MAX Energi,Ford,2014,2014-08-26,Purchase,2650,Barnstable
M-000426,"$2,500",2500,9/18/14 10:48,9/19/14 14:53,BEV,Nissan Leaf SL,Nissan,2015,2014-09-03,Purchase,2132,Suffolk
M-000427,"$2,500",2500,9/18/14 14:23,9/22/14 15:47,BEV,Nissan Leaf SV,Nissan,2015,2014-09-16,Lease,1606,Worcester
M-000428,"$2,500",2500,9/18/14 19:37,9/22/14 15:43,BEV,BMW i3,BMW,2014,2014-09-18,Purchase,1776,Middlesex
M-000429,"$2,500",2500,9/18/14 23:24,9/26/14 14:03,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-18,Purchase,1612,Worcester
M-000430,"$1,500",1500,9/19/14 9:53,9/30/14 18:17,PHEV,Ford Fusion Energi,Ford,2014,2014-06-26,Lease,2155,Middlesex
M-000431,"$2,500",2500,9/19/14 10:44,10/7/14 15:27,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-08-25,Purchase,2116,Suffolk
M-000432,"$2,500",2500,9/19/14 17:09,10/1/14 12:57,BEV,Nissan Leaf S,Nissan,2015,2014-09-19,Lease,1060,Hampshire
M-000433,"$2,500",2500,9/19/14 20:23,9/22/14 15:42,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-09-18,Lease,2476,Middlesex
M-000435,"$2,500",2500,9/20/14 8:33,9/22/14 15:43,BEV,Nissan Leaf S,Nissan,2015,2014-09-13,Lease,2360,Plymouth
M-000436,"$2,500",2500,9/20/14 9:47,9/22/14 15:44,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-19,Lease,1721,Middlesex
M-000437,"$2,500",2500,9/20/14 10:28,10/10/14 13:35,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-19,Purchase,2452,Middlesex
M-000438,"$2,500",2500,9/20/14 20:09,9/22/14 15:46,BEV,Smart Electric Fortwo Cabriolet,Smart,2014,2014-09-17,Lease,2478,Middlesex
M-000439,"$2,500",2500,9/21/14 12:54,9/26/14 15:06,BEV,Nissan Leaf S,Nissan,2015,2014-09-13,Lease,2135,Suffolk
M-000440,"$2,500",2500,9/22/14 6:20,9/22/14 15:45,BEV,Nissan Leaf SV,Nissan,2015,2014-09-17,Purchase,1844,Essex
M-000442,"$2,500",2500,9/23/14 19:41,10/1/14 12:56,BEV,Nissan Leaf SL,Nissan,2015,2014-09-23,Lease,2536,Barnstable
M-000443,"$2,500",2500,9/24/14 14:40,10/3/14 20:21,BEV,Nissan Leaf S,Nissan,2015,2014-09-22,Lease,1602,Worcester
M-000444,"$2,500",2500,9/24/14 18:45,9/26/14 14:09,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-23,Purchase,2090,Norfolk
M-000445,"$2,500",2500,9/25/14 21:57,9/26/14 15:07,BEV,Nissan Leaf SV,Nissan,2015,2014-09-25,Lease,1810,Essex
M-000446,"$1,500",1500,9/26/14 10:19,9/26/14 18:24,PHEV,Ford C-MAX Energi,Ford,2014,2014-08-02,Purchase,1243,Hampshire
M-000447,"$2,500",2500,9/26/14 15:43,10/3/14 20:20,BEV,Nissan Leaf S,Nissan,2015,2014-09-26,Lease,1062,Hampshire
M-000448,"$1,500",1500,9/26/14 19:43,10/1/14 12:59,PHEV,Ford Fusion Energi,Ford,2015,2014-09-22,Lease,1886,Middlesex
M-000449,"$2,500",2500,9/26/14 20:47,10/1/14 12:57,BEV,BMW i3 REx,BMW,2014,2014-09-26,Lease,1564,Worcester
M-000450,"$2,500",2500,9/26/14 22:37,10/9/14 14:00,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-09-19,Lease,1109,Hampden
M-000451,"$2,500",2500,9/27/14 10:20,10/2/14 15:09,BEV,Nissan Leaf S,Nissan,2015,2014-09-26,Lease,1757,Worcester
M-000452,"$2,500",2500,9/27/14 16:01,10/2/14 14:49,BEV,Nissan Leaf S,Nissan,2015,2014-09-22,Purchase,1434,Middlesex
M-000455,"$2,500",2500,9/28/14 10:58,10/1/14 16:44,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-07-07,Purchase,2556,Barnstable
M-000456,"$2,500",2500,9/28/14 11:59,10/2/14 14:53,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-23,Purchase,1760,Middlesex
M-000457,"$2,500",2500,9/28/14 12:52,10/3/14 18:14,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-27,Purchase,1810,Essex
M-000458,"$1,500",1500,9/28/14 16:39,10/9/14 13:43,PHEV,Ford C-MAX Energi,Ford,2014,2014-09-23,Lease,1460,Middlesex
M-000459,"$2,500",2500,9/28/14 18:06,10/7/14 15:23,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-27,Purchase,1201,Berkshire
M-000460,"$2,500",2500,9/29/14 7:15,10/8/14 21:10,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-27,Purchase,2476,Middlesex
M-000461,"$2,500",2500,9/29/14 8:28,10/1/14 12:58,BEV,Nissan Leaf SV,Nissan,2015,2014-09-23,Lease,2760,Bristol
M-000462,"$2,500",2500,9/29/14 8:31,10/2/14 14:57,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-16,Purchase,1907,Essex
M-000463,"$2,500",2500,9/29/14 10:29,11/4/14 18:20,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-09-04,Lease,2539,Dukes
M-000464,"$2,500",2500,9/29/14 13:49,10/15/14 14:51,BEV,Nissan Leaf S,Nissan,2015,2014-09-29,Lease,1364,Franklin
M-000465,"$2,500",2500,9/29/14 14:46,10/1/14 16:41,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-27,Purchase,2461,Middlesex
M-000466,"$2,500",2500,9/29/14 15:37,10/1/14 16:56,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-17,Purchase,1907,Essex
M-000467,"$2,500",2500,9/29/14 16:44,10/10/14 18:05,BEV,Nissan Leaf S,Nissan,2015,2014-09-29,Lease,1060,Hampshire
M-000468,"$2,500",2500,9/29/14 16:48,10/16/14 14:34,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-24,Purchase,1002,Hampshire
M-000469,"$2,500",2500,9/29/14 17:14,10/1/14 16:59,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-27,Purchase,1503,Worcester
M-000470,"$2,500",2500,9/30/14 8:56,10/8/14 18:21,BEV,Nissan Leaf S,Nissan,2015,2014-09-29,Lease,2062,Norfolk
M-000471,"$2,500",2500,9/30/14 9:10,10/1/14 13:00,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-26,Lease,1776,Middlesex
M-000472,"$2,500",2500,9/30/14 10:09,10/13/14 12:23,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-25,Purchase,2493,Middlesex
M-000473,"$2,500",2500,9/30/14 10:54,10/15/14 14:52,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-13,Purchase,2050,Plymouth
M-000475,"$2,500",2500,9/30/14 16:54,10/6/14 16:03,BEV,Nissan Leaf SL,Nissan,2015,2014-09-25,Lease,2184,Norfolk
M-000476,"$2,500",2500,9/30/14 18:39,10/9/14 13:47,BEV,Nissan Leaf S,Nissan,2015,2014-09-30,Lease,2067,Norfolk
M-000477,"$2,500",2500,9/30/14 19:55,10/3/14 20:19,BEV,Nissan Leaf SL,Nissan,2014,2014-09-29,Lease,1864,Middlesex
M-000478,"$2,500",2500,10/1/14 8:09,10/3/14 20:21,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-28,Purchase,1432,Middlesex
M-000479,"$2,500",2500,10/1/14 9:48,10/9/14 14:08,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-20,Purchase,1833,Essex
M-000481,"$2,500",2500,10/1/14 11:23,10/3/14 20:22,BEV,Nissan Leaf S,Nissan,2014,2014-08-15,Lease,1002,Hampshire
M-000482,"$2,500",2500,10/1/14 11:54,10/6/14 15:50,BEV,Nissan Leaf SV,Nissan,2015,2014-09-30,Lease,2631,Barnstable
M-000483,"$2,500",2500,10/1/14 18:22,10/7/14 15:30,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-29,Purchase,2136,Suffolk
M-000484,"$2,500",2500,10/2/14 12:16,10/9/14 13:44,BEV,Ford Focus Electric,Ford,2014,2014-09-26,Lease,2184,Norfolk
M-000485,"$2,500",2500,10/2/14 12:56,10/9/14 13:45,BEV,Nissan Leaf SL,Nissan,2015,2014-09-27,Purchase,1742,Middlesex
M-000487,"$1,500",1500,10/2/14 15:23,10/21/14 13:29,PHEV,Ford Fusion Energi,Ford,2014,2014-09-26,Purchase,1949,Essex
M-000488,"$2,500",2500,10/3/14 11:17,10/9/14 13:49,BEV,Nissan Leaf S,Nissan,2015,2014-09-26,Lease,1886,Middlesex
M-000489,"$2,500",2500,10/3/14 13:17,10/8/14 20:54,BEV,Nissan Leaf SL,Nissan,2015,2014-09-30,Lease,1721,Middlesex
M-000490,"$2,500",2500,10/4/14 10:08,10/6/14 15:44,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-12,Purchase,2571,Plymouth
M-000491,"$2,500",2500,10/4/14 12:54,10/9/14 13:48,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-09-30,Purchase,1033,Hampshire
M-000492,"$2,500",2500,10/5/14 7:22,10/9/14 13:48,PHEV+,Chevrolet Volt,Chevrolet,2015,2014-10-03,Purchase,2054,Norfolk
M-000493,"$2,500",2500,10/5/14 16:03,10/10/14 13:30,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-27,Purchase,2459,Middlesex
M-000495,"$2,500",2500,10/6/14 15:16,10/9/14 13:46,BEV,Nissan Leaf SV,Nissan,2015,2014-10-04,Lease,2151,Suffolk
M-000496,"$2,500",2500,10/6/14 16:54,10/21/14 14:37,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-09-24,Lease,1810,Essex
M-000497,"$2,500",2500,10/6/14 19:36,10/9/14 13:51,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-24,Purchase,2459,Middlesex
M-000498,"$2,500",2500,10/6/14 22:33,10/9/14 13:51,BEV,Nissan Leaf S,Nissan,2015,2014-10-03,Lease,2067,Norfolk
M-000499,"$2,500",2500,10/7/14 9:45,10/22/14 13:43,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-23,Purchase,2446,Norfolk
M-000500,"$2,500",2500,10/7/14 12:16,10/13/14 15:01,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-26,Purchase,1451,Worcester
M-000501,"$2,500",2500,10/7/14 14:21,10/9/14 13:50,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-09-30,Lease,2568,Dukes
M-000502,"$2,500",2500,10/7/14 21:57,10/15/14 13:51,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-30,Purchase,2030,Norfolk
M-000503,"$2,500",2500,10/8/14 14:55,11/4/14 19:06,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-08-07,Purchase,2116,Suffolk
M-000504,"$2,500",2500,10/8/14 23:04,10/10/14 18:08,BEV,Smart Electric Fortwo Coupe,Smart,2014,2014-10-03,Lease,2152,Suffolk
M-000505,"$2,500",2500,10/9/14 5:38,10/13/14 12:59,BEV,BMW i3,BMW,2014,2014-10-09,Purchase,1742,Middlesex
M-000506,"$2,500",2500,10/9/14 6:33,10/17/14 15:56,BEV,BMW i3,BMW,2014,2014-09-29,Purchase,2356,Bristol
M-000507,"$2,500",2500,10/10/14 5:52,10/13/14 13:34,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-23,Purchase,2465,Middlesex
M-000508,"$2,500",2500,10/10/14 10:40,10/10/14 14:15,BEV,BMW i3 REx,BMW,2014,2014-07-14,Purchase,1468,Worcester
M-000509,"$2,500",2500,10/12/14 12:13,10/13/14 12:58,BEV,Nissan Leaf S,Nissan,2015,2014-09-17,Lease,1907,Essex
M-000510,"$2,500",2500,10/12/14 12:49,10/21/14 13:35,BEV,Tesla Model S - 60 kWh,Tesla,2014,2014-09-15,Purchase,2155,Middlesex
M-000511,"$2,500",2500,10/13/14 9:04,10/16/14 15:58,PHEV+,Cadillac ELR,Cadillac,2014,2014-10-06,Purchase,2169,Norfolk
M-000512,"$2,500",2500,10/13/14 11:57,10/17/14 15:58,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-10-10,Purchase,1950,Essex
M-000514,"$2,500",2500,10/13/14 20:25,10/15/14 15:39,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-10-08,Lease,2655,Barnstable
M-000516,"$2,500",2500,10/14/14 11:29,10/17/14 15:51,PHEV+,Chevrolet Volt,Chevrolet,2014,2014-10-06,Purchase,1746,Middlesex
M-000517,"$2,500",2500,10/14/14 13:43,10/17/14 15:53,BEV,Tesla Model S - 85 kWh,Tesla,2014,2014-09-15,Purchase,2467,Suffolk
